"X.1","X","ISBN","Title","Author","Year","Publisher","Description","Avg_Rating","Num_Pages","Ratings_Count","Text_Reviews_Count","freshNessFeature","characters","AuthorFansCount","AuthorRatings","AuthorWorksCount","ScoreList"
2007,2007,"0590457128","Adventures of the Shark Lady: Engenie Clark Around the World (Scholastic Biography)","Ann McGovern",1999,"Scholastic","World famous marine biologist Eugenie Clark has ridden whale sharks in the Sea of Cortez, tangled with a giant crab in Japan's Izu Oceanic Park, and explored 2,000 feet below the ocean in a tiny submersible craft. This authorized biography of a courageous and renowned scientist will inspire both girls and boys.",4,NA,2,0,0,1,6,3.952,77,1.675
2008,2008,"0590457225","Dealing With Dragons (Enchanted Forest Chronicles (Paperback))","Patricia C. Wrede",1992,"Scholastic","<i>Once upon a time there was a bad princess...</i><br /><br />Take one bored princess. Make her the seventh daughter in a very proper royal family. Have her run away. <br /><br />Add one powerful, fascinating, dangerous dragon. <br /><br />The Princess Cimorene has never met anyone (or anything) like the dragon Kazul. But then, she's never met a witch, a jinn, a death-dealing talking bird, or a stone prince either. <br /><br />Princess Cimorene ran away to find some excitement. She's about to...",4.14,212,1031,116,0,1,2567,4.084,56,0.54375
2009,2009,"0590457268","Sideways Arithmetic from Wayside School","Louis Sachar",1997,"Scholastic","From the Newbery-award winning author of Holes<br /><br />""Everyone take out your spelling books,"" said Mrs. Jewls. ""It's time for arithmetic.""<br /><br />Sue is so excited for her first day at Wayside School. But things at Wayside are far from normal-and Sue's teacher, Mrs. Jewls, is completely wacky. She expects the students to add and subtract words! Sue has never heard of anything so ridiculous. She knows adding apples plus oranges is impossible...or is it? Anything can happen at Wayside School.<br />",3.85,96,174,10,0,2,1844,3.939,42,0.0444444444444444
2010,2010,"0590457276","You Be the Jury (You Be the Jury)","Marvin Miller",1992,"Scholastic","Ten courtroom mysteries with illustrated clues.",4.02,96,104,14,0,0,NA,NA,NA,0
2011,2011,"0590457292","Striped Ice Cream","Joan M. Lexau",1997,"Scholastic","Becky's hard-working mama and four older brothers and sisters try to surprise her on her eighth birthday. `An exceedingly warm and satisfying story of a [African-American] city family that is true to childhood.' 'NYT. <p> </p><p>""Mama "" Becky said and waited. ""My birthday's coming pretty soon. Will we have chicken-spaghetti and striped ice cream?""</p><p>Mama sighed and said, ""I don't know, Becky. Things were a little better last year.""</p><p>Not having something special to look forward to for a birthday was bad enough, but then the whole family seemed to turn against Becky. Life was lonely for the youngest in the family when everyone else started working on a project without her. Brother Abe even tried to keep her out of her own home during the day  and playing baseball with Abe did not appeal to Becky.</p><p>This is a story about a very real family  the ups and downs, the quarrels and making-ups, and it is a story of Becky's happy birthday.</p><p>Author Biography: Joan Lexau is the author of many picture books for children including the My First I Can Read Book <i>Go Away, Dog,</i> written under the pen name, Joan Nodset, and illustrated by Paul Meisel. Ms. Lexau lives in Otisville, NY. </p><p> Syd Hoff is the beloved author and illustrator of many classic books for children, including <i>Danny and the Dinosaur.</i> His recent books include <i>Captain Cat</i> and <i>Danny and the Dinosaur Go to Camp.</i> Mr. Hoff lives in Miami Beach, FL.</p>",4.16,128,34,8,0,5,2,3.794,35,0.889285714285714
2012,2012,"0590457594","Princess Nevermore (Point Fantasy)","Dian Curtis Regan",1997,"Scholastic","Princess Quinnella is quite familiar with Mandrian truths. At 15, she's still allowed to come and go as she wishes in the kingdom of Mandria, visiting Melikar the wizard and playing at magic. But she knows that as soon as she turns 16, she will become a woman. A parade of suitors will court her until she chooses one--or the king chooses one for her--then comes marriage, childbearing, and royal protocol. But Quinn isn't ready for this life of predictability. More than anything, she wants to travel to ""outer earth,"" the world above the wishing pool. When a magical mishap sends her to Earth, Quinn gets far more than she bargained for. As she is drawn deeper into this strange new world of skateboards, Halloween dances, and pizza, danger and adolescent intrigue surround her. There's only one problem: she doesn't know how to return to Mandria, and she's not even sure she wants to!",3.68,NA,1151,87,0,0,25,3.557,52,0.511111111111111
2013,2013,"0590458019","Monkey See, Monkey Do (Hello Reader, Level 1)","Marc Gave",1993,"Scholastic","High-interest stories make reading fun! Stories have been tested for vocabulary and sentence length to help you make the right choice! A letter from an education specialist gives you valuable advice on how to read to your child and how to listen to your child read to you!",3.73,32,37,3,1,0,0,2.481,23,1.05
2014,2014,"0590458981","The Glory Field","Walter Dean Myers",1996,"Scholastic","An exciting, eye-catching repackage of acclaimed author Walter Dean Myers' bestselling paperbacks, to coincide with the publication of SUNRISE OVER FALLUJA in hardcover.<br /><br />""Those shackles didn't rob us of being black, son, they robbed us of being human.""<br /><br />This is the story of one family. A family whose history saw its first ancestor captured, shackled, and brought to this country from Africa. A family who can still see remnants of the shackles that held some of its members captive -- even today. It is a story of pride, determination, struggle, and love. And of the piece of the land that holds them together throughout it all.",3.46,384,1024,130,0,1,607,3.796,166,0.328571428571429
2015,2015,"0590459066","Second Grade: Friends Again!","Miriam Cohen",1996,"Scholastic","Jacob was mean to Honey, and now everyone is mad at him, in this humorous sequel to Second-Grade Friends.",3.76,96,19,3,0,1,3,3.64,50,0.85
2016,2016,"0590459376","A Very Scary Ghost Story (Cartwheel)","Joanne Barkan",1992,"Scholastic","Tricks and treats abound in four books that are full of spooky glow-in-the-dark surprises. Turn off the lights and ghosts, skeletons, bats, spiders, mummies, and other creepy creatures glow brightly in the dark! Just right for young children, these spine-tingling, rib-tickling tales will also make perfect Halloween party favors.",3.69,24,39,3,0,0,2,3.907,116,0.4
2017,2017,"0590460269","Halloween Cats (Read with Me Cartwheel Books (Scholastic Paperback))","Jean Marzollo",1992,"Scholastic","Cat monsters make a stir, Cat witches take flight, Cat clowns throw pies, Cat goblins start a fight. Fun-filled, rollicking rhymes about a group of mischievous trick-or-treating cats are complemented by delightfully spunky illustrations, making this a best-bet for Halloween.",3.08,NA,23,4,0,0,34,4.182,178,0.8
2018,2018,"0590460528","Blue Door: Quilt Trilogy (Quilt Trilogy)","Ann Rinaldi",1999,"Scholastic","<div>The final handcrafted installment by award-winning author Ann Rinaldi. ""Whether they've covered the previous books or not, readers will enjoy this rip-roaring tale of adventure and suspense.""-Kirkus<br /><br />Amanda Videau had no idea what adventures she'd find on the journey North. But she never expected this After witnessing a crime, she goes into hiding, disguising herself as a worker in her great-grandfather's textile mill. For the first time in her life, Amanda must work to survive. And that means experiencing the horrible working conditions of the mill firsthand.<br /> Now, as Amanda fights for her newfound rights, she must also try to heal generations of deep Chelmsford family wounds. And that means facing the man behind the blue door--the man who tore apart the family quilt so many years ago.</div>",3.68,288,725,26,0,1,660,3.851,50,0.18125
2019,2019,"0590460544","Broken Days (Quilt Trilogy, No 2)","Ann Rinaldi",1997,"Scholastic","When her mother died, she told 14-year-old Walking Breeze to seek out her family-the Chelmsfords of Salem. She will find solace there.But Ebie Chelmsford has other ideas. Ebie knows that her half-Shawnee ""cousin"" will take her place as grandfather's favorite. And Ebie will do anything to stop that--even trying to prove that the girl is an imposter.",3.59,275,700,28,0,0,660,3.851,50,0.0625
2020,2020,"0590460757","Sixth Grade Secrets","Louis Sachar",1994,"Scholastic","From the Newbery-award winning author of Holes<br /><br />When Laura Sibbie starts a secret club at school, makes the other members them give her something totally embarrassing as ""insurance,"" to make sure they don't tell anyone else about the club. She promises to keep the insurance secret, unless someone blabs. Gabriel, who never tells on anybody, would be a perfect member of Pig City. He wants to join, too. But when Laura asks him, something goes terribly wrong. Now there are two secret clubs in Mr. Doyle's class, and guess who's the head of the new one-Gabriel! Each club is determined to topple the other, and nobody's secrets are safe.",3.96,208,2273,155,0,2,1844,3.939,42,0.185714285714286
2021,2021,"0590460986","Halloween Night","R. L. Stine",1993,"Scholastic","Brenda hates her cousin Halley. And Brenda isn't the only one. Because Halley keeps stealing other people's boyfriends. So Brenda and her friends decide to plan the perfect murder. Something to go along with Brenda's perfect Halloween party.<br /><br />Not that they're really going to kill anybody. It's just a joke.<br /><br />Right?<br /><br />Ha. Ha.",3.59,185,873,67,0,1,NA,NA,NA,-0.0111111111111111
2022,2022,"0590461001","The Hitchhiker (Point)","R. L. Stine",1993,"Scholastic","Another chilling thriller from master of horror R.L. Stine, creator of Fear Street and the Cheerleaders series. He wants a ride. She wants a thrill. So, in spite of her best friend's arguments, Christina stops to pick up the handsome hitchhiker. He's everything she thought he'd be. And more. Much, much, more. Enough to thrill Christina and Terri . . . to death.",3.65,165,1280,67,0,1,NA,NA,NA,-0.10625
2023,2023,"059046132X","Life in the Oceans (Life in The... (Paperback))","Lucy Baker",1993,"Scholastic","Beautiful color photographs and paintings enhance this timely, exciting introduction to ocean life and preservation.",3.55,32,5,2,0,0,4,2.911,47,2.5
2024,2024,"0590461605","Bruce Coville's Book of Ghost Tales to Haunt You","Bruce Coville",1995,"Scholastic","From the popular author of My Teacher Is An Alien comes a spooky collection of ghost stories for young readers. In stories that range all the way from the humrous to the frightening, Bruce Coville and other authors show that ghosts can touch our souls in ways both terrifying and wondrous!",3.75,180,274,9,0,1,771,3.931,223,-0.475
2025,2025,"0590461885","The Pilgrims' First Thanksgiving","Ann McGovern",1993,"Scholastic","The Pilgrims' first Thanksgiving lasted three whole days. Ann McGovern's simple text introduces children to the struggles of the Pilgrims during their first year at Plymouth Colony and the events leading to the historic occasion we celebrate today - THANKSGIVING.",3.8,32,162,19,0,1,6,3.952,77,1.125
2026,2026,"0590461923","Who Am I? (My First Hello Reader!)","Nancy Christensen",1993,"Scholastic","Guess the animals, give it a try, when they ask, ""Who am I?""",3.39,NA,18,4,0,0,0,1.2625,8,0
2027,2027,"0590462237","The Littles to the Rescue (Littles)","John Peterson",1993,"Scholastic","The Littles is a timeless favorite that's been enjoyed for decades. Ready to grab the attention of a new generation, fresh cover art brings an updated look to this classic series.<br /><br />Meet the Littles, a family like any other but with a few tiny differences! They live in the walls of the Bigg family house where they get everything they need. In return they make sure the Bigg house is always in good repair.<br /><br />A baby is on the way! Despite an awful storm, Cousin Dinky and Aunt Lily set out in the glider in order to help Mrs. Little. But when the glider arrives, Dinky realizes that something is missing. Aunt Lily!",3.82,96,470,21,0,0,NA,NA,NA,0.645
2028,2028,"0590462245","The Littles Have a Wedding (Littles)","John Peterson",1994,"Scholastic","The Littles is a timeless favorite that's been enjoyed for decades. Ready to grab the attention of a new generation, fresh cover art brings an updated look to this classic series.<br /><br />Meet the Littles, a family like any other but with a few tiny differences! They live in the walls of the Bigg family house where they get everything they need. In return they make sure the Bigg house is always in good repair.<br /><br />When Dinky comes home from his latest adventure, he's not alone. Della came back with him and they're going to be married! But a tiny person wedding takes a huge amount of preparation. The Littles need to get everything ready and travel to a neighboring house by the next day. Will they be ready in time?",3.65,96,1045,26,0,0,NA,NA,NA,0.835
